course,shift,modality,min,max
ENGENHARIA MECÂNICA,Noturno,2.2,695,"716,82"
ENGENHARIA MECÂNICA,Noturno,3.1,"515,06","639,86"
ENGENHARIA MECÂNICA,Noturno,3.2,"688,82","716,22"
ENGENHARIA MECÂNICA,Noturno,4.1,"594,9","599,16"
ENGENHARIA MECÂNICA,Noturno,4.2,"716,18","764,44"
ENGENHARIA MECÂNICA,Noturno,x,"734,4","776,64"
ENGENHARIA METALÚRGICA,Matutino,1.1,"497,44","570,12"
ENGENHARIA METALÚRGICA,Matutino,1.2,655,"681,98"
ENGENHARIA METALÚRGICA,Matutino,2.1,"478,2","478,2"
ENGENHARIA METALÚRGICA,Matutino,2.2,"671,98","702,28"
ENGENHARIA METALÚRGICA,Matutino,3.1,"509,88","544,8"
ENGENHARIA METALÚRGICA,Matutino,3.2,"670,18","707,94"
ENGENHARIA METALÚRGICA,Matutino,4.1,"547,02","547,02"
ENGENHARIA METALÚRGICA,Matutino,4.2,"691,72","721,16"
ENGENHARIA METALÚRGICA,Matutino,x,"704,84","746,84"
ENGENHARIA QUÍMICA,Matutino,1.1,"510,54","599,6"
ENGENHARIA QUÍMICA,Matutino,1.2,"702,54","736,12"
ENGENHARIA QUÍMICA,Matutino,2.1,"554,12","554,12"
ENGENHARIA QUÍMICA,Matutino,2.2,"720,86","744,42"
ENGENHARIA QUÍMICA,Matutino,3.1,"585,18","612,24"
ENGENHARIA QUÍMICA,Matutino,3.2,"694,4","738,3"
ENGENHARIA QUÍMICA,Matutino,4.1,"585,94","585,94"
ENGENHARIA QUÍMICA,Matutino,4.2,748,"787,34"
ENGENHARIA QUÍMICA,Matutino,x,"766,62","821,76"
ESTATÍSTICA,Matutino,1.1,"529,7","539,8"
ESTATÍSTICA,Matutino,1.2,"652,16","687,64"
ESTATÍSTICA,Matutino,2.1,"459,22","484,22"
ESTATÍSTICA,Matutino,2.2,"693,68","724,46"
ESTATÍSTICA,Matutino,3.1,"650,84","650,84"
ESTATÍSTICA,Matutino,3.2,"637,48","669,8"
ESTATÍSTICA,Matutino,4.2,"679,04","734,2"
ESTATÍSTICA,Matutino,x,"691,14","760,58"
FARMÁCIA,Matutino,1.1,"511,98","582,9"
FARMÁCIA,Matutino,1.2,"648,1","697,46"
FARMÁCIA,Matutino,2.1,"473,86","586,04"
FARMÁCIA,Matutino,2.2,"682,92","733,34"
FARMÁCIA,Matutino,3.1,"499,7","605,78"
FARMÁCIA,Matutino,3.2,"668,92","689,9"
FARMÁCIA,Matutino,4.1,"566,18","613,42"
FARMÁCIA,Matutino,4.2,"689,38","729,4"
FARMÁCIA,Matutino,x,"699,2","790,42"
FARMÁCIA,Noturno,1.1,"537,7","581,28"
FARMÁCIA,Noturno,1.2,"654,42","683,36"
FARMÁCIA,Noturno,2.1,"520,98",560
FARMÁCIA,Noturno,2.2,"673,96","711,82"
FARMÁCIA,Noturno,3.1,"511,2","594,04"
FARMÁCIA,Noturno,3.2,"661,4","695,94"
FARMÁCIA,Noturno,4.1,"614,66","630,22"
FARMÁCIA,Noturno,4.2,"688,68","757,98"
FARMÁCIA,Noturno,x,"697,88","754,48"
FILOSOFIA,Matutino,1.1,"516,2","542,86"
FILOSOFIA,Matutino,1.2,"624,46",663
FILOSOFIA,Matutino,2.1,"582,18","582,18"
FILOSOFIA,Matutino,2.2,"641,02","661,08"
FILOSOFIA,Matutino,3.1,"598,78","598,78"
FILOSOFIA,Matutino,3.2,"643,32","672,7"
FILOSOFIA,Matutino,4.1,"523,58","556,06"
FILOSOFIA,Matutino,4.2,"665,16","687,7"
FILOSOFIA,Matutino,x,"687,26","782,1"
FILOSOFIA,Noturno,1.1,"496,78","551,86"
FILOSOFIA,Noturno,1.2,"606,9","665,7"
FILOSOFIA,Noturno,2.1,"565,16","565,16"
FILOSOFIA,Noturno,2.2,"669,22","678,24"
FILOSOFIA,Noturno,3.1,"546,86","546,86"
FILOSOFIA,Noturno,3.2,"635,88","683,24"
FILOSOFIA,Noturno,4.1,"661,16","661,16"
FILOSOFIA,Noturno,4.2,"685,08","722,72"
FILOSOFIA,Noturno,x,"686,4","742,4"
FISIOTERAPIA,Matutino,1.1,"547,66","564,78"
FISIOTERAPIA,Matutino,1.2,"678,22","701,82"
FISIOTERAPIA,Matutino,2.1,"533,18",626
FISIOTERAPIA,Matutino,2.2,"688,5","722,7"
FISIOTERAPIA,Matutino,3.1,"586,34","627,58"
FISIOTERAPIA,Matutino,3.2,"682,82","712,64"
FISIOTERAPIA,Matutino,4.1,"511,48","643,58"
FISIOTERAPIA,Matutino,4.2,"689,62","717,02"
FISIOTERAPIA,Matutino,x,"703,56","766,52"
FONOAUDIOLOGIA,Matutino,1.1,"486,82","516,02"
FONOAUDIOLOGIA,Matutino,1.2,"654,82","676,76"
FONOAUDIOLOGIA,Matutino,2.1,"646,06","646,06"
FONOAUDIOLOGIA,Matutino,2.2,"661,44","712,86"
FONOAUDIOLOGIA,Matutino,3.1,"545,44","606,9"
FONOAUDIOLOGIA,Matutino,3.2,"653,08","687,18"
FONOAUDIOLOGIA,Matutino,4.1,"571,64","571,64"
FONOAUDIOLOGIA,Matutino,4.2,"671,56","703,52"
FONOAUDIOLOGIA,Matutino,x,"681,08","752,94"
FÍSICA,Matutino,1.1,"526,22","540,54"
FÍSICA,Matutino,1.2,"650,56","701,3"
FÍSICA,Matutino,2.1,"521,68","521,68"
FÍSICA,Matutino,2.2,"658,7","706,2"
FÍSICA,Matutino,3.1,"579,66","579,66"
FÍSICA,Matutino,3.2,"652,7","717,26"
FÍSICA,Matutino,4.1,"524,2","550,64"
FÍSICA,Matutino,4.2,"695,54","733,46"
FÍSICA,Matutino,x,"716,38","805,24"
FÍSICA,Noturno,1.1,"526,26","526,26"
FÍSICA,Noturno,1.2,"655,62","674,4"
FÍSICA,Noturno,2.1,"602,76","602,76"
FÍSICA,Noturno,2.2,"640,76","675,6"
FÍSICA,Noturno,3.1,"546,46","546,46"
FÍSICA,Noturno,3.2,"652,92","704,76"
FÍSICA,Noturno,4.1,"614,62","614,62"
FÍSICA,Noturno,4.2,"681,02","727,66"
FÍSICA,Noturno,x,"697,52","779,32"
GEOGRAFIA,Matutino,1.1,"486,88","486,88"
GEOGRAFIA,Matutino,1.2,"643,42","675,12"
GEOGRAFIA,Matutino,2.1,"502,8","538,54"
GEOGRAFIA,Matutino,2.2,"663,42","710,66"
GEOGRAFIA,Matutino,3.1,"532,92","532,92"
GEOGRAFIA,Matutino,3.2,"640,42","679,04"
GEOGRAFIA,Matutino,4.1,"532,42","532,42"
GEOGRAFIA,Matutino,4.2,"661,76","680,68"
GEOGRAFIA,Matutino,x,"689,56","740,66"
GEOGRAFIA,Noturno,1.1,"527,2","577,36"
GEOGRAFIA,Noturno,1.2,"629,28","661,26"
GEOGRAFIA,Noturno,2.1,"467,22","597,72"
GEOGRAFIA,Noturno,2.2,"635,8","661,42"
GEOGRAFIA,Noturno,3.1,"524,82","557,46"
GEOGRAFIA,Noturno,3.2,"635,36","656,6"
GEOGRAFIA,Noturno,4.1,"495,74","501,54"
GEOGRAFIA,Noturno,4.2,"661,38","696,36"
GEOGRAFIA,Noturno,x,"661,86","724,8"
GEOLOGIA,Matutino,1.2,"647,7","690,16"
GEOLOGIA,Matutino,2.1,"525,5","525,5"
GEOLOGIA,Matutino,2.2,"691,36","724,72"
GEOLOGIA,Matutino,3.1,"464,44","520,54"
GEOLOGIA,Matutino,3.2,"688,2","720,2"
GEOLOGIA,Matutino,4.1,"645,66","645,66"
GEOLOGIA,Matutino,4.2,"681,98","713,56"
GEOLOGIA,Matutino,x,"713,86","756,7"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,1.1,"519,76","550,46"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,1.2,"623,62","655,24"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,2.1,"489,38","549,22"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,2.2,"625,8","647,68"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,3.1,"503,78","594,12"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,3.2,"627,22","665,54"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,4.1,"503,46","526,44"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,4.2,"616,5","690,64"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,x,"642,38","721,68"
GESTÃO PÚBLICA,Noturno,1.1,"502,36","577,42"
GESTÃO PÚBLICA,Noturno,1.2,"633,98","659,18"
GESTÃO PÚBLICA,Noturno,2.1,"525,12","560,3"
GESTÃO PÚBLICA,Noturno,2.2,"657,32","679,58"
GESTÃO PÚBLICA,Noturno,3.1,"523,82","574,26"
GESTÃO PÚBLICA,Noturno,3.2,"651,6","666,28"
GESTÃO PÚBLICA,Noturno,4.1,"605,04","650,58"
GESTÃO PÚBLICA,Noturno,4.2,"662,98","690,06"
GESTÃO PÚBLICA,Noturno,x,"688,26","765,02"
HISTÓRIA,Matutino,1.1,"535,78","535,78"
HISTÓRIA,Matutino,1.2,"660,1","699,96"
HISTÓRIA,Matutino,2.1,"554,8","627,02"
HISTÓRIA,Matutino,2.2,"704,94","713,68"
HISTÓRIA,Matutino,3.1,"647,82","647,82"
HISTÓRIA,Matutino,3.2,"625,38",712
HISTÓRIA,Matutino,4.1,"592,84","592,84"
HISTÓRIA,Matutino,4.2,"676,22","721,62"
HISTÓRIA,Matutino,x,"721,54","771,82"
HISTÓRIA,Noturno,1.1,"489,18","587,8"
HISTÓRIA,Noturno,1.2,"633,78","682,02"
HISTÓRIA,Noturno,2.1,"415,02","591,04"
HISTÓRIA,Noturno,2.2,"672,44","690,46"
HISTÓRIA,Noturno,3.1,"548,02","548,02"
HISTÓRIA,Noturno,3.2,"647,6","722,52"
HISTÓRIA,Noturno,4.1,"598,74","598,74"
HISTÓRIA,Noturno,4.2,"687,9","709,06"
HISTÓRIA,Noturno,x,"703,38",735
JORNALISMO,Matutino,1.1,"575,1","575,52"
JORNALISMO,Matutino,1.2,"676,48","691,38"
JORNALISMO,Matutino,2.2,"665,86","688,28"
JORNALISMO,Matutino,3.1,"568,2","568,2"
JORNALISMO,Matutino,3.2,"677,52","679,18"
JORNALISMO,Matutino,4.2,"723,18","725,98"
JORNALISMO,Matutino,x,"726,92","759,2"
JORNALISMO,Noturno,1.1,"586,6","586,6"
JORNALISMO,Noturno,1.2,"660,82",678
JORNALISMO,Noturno,2.1,"591,04","595,92"
JORNALISMO,Noturno,2.2,"666,06","689,44"
JORNALISMO,Noturno,3.1,"559,7","559,7"
JORNALISMO,Noturno,3.2,"680,44","687,4"
JORNALISMO,Noturno,4.1,"516,4","587,98"
JORNALISMO,Noturno,4.2,"688,58","699,18"
JORNALISMO,Noturno,x,"714,96","771,4"
LETRAS (Bacharelado),Matutino,1.1,"483,84","537,1"
LETRAS (Bacharelado),Matutino,1.2,"637,9","667,9"
LETRAS (Bacharelado),Matutino,2.1,"567,62","567,62"
LETRAS (Bacharelado),Matutino,2.2,"647,7","695,52"
LETRAS (Bacharelado),Matutino,3.1,450,"540,12"
LETRAS (Bacharelado),Matutino,3.2,"619,88","700,56"
LETRAS (Bacharelado),Matutino,4.1,"516,24","516,24"
LETRAS (Bacharelado),Matutino,4.2,"663,28","715,92"
LETRAS (Bacharelado),Matutino,x,"670,84","793,92"
LETRAS (Bacharelado),Noturno,1.1,"497,92","505,34"
LETRAS (Bacharelado),Noturno,1.2,"634,38","656,64"
LETRAS (Bacharelado),Noturno,2.1,454,"633,2"
LETRAS (Bacharelado),Noturno,2.2,"646,36","662,64"
LETRAS (Bacharelado),Noturno,3.1,"538,4","568,88"
LETRAS (Bacharelado),Noturno,3.2,"625,58","686,4"
LETRAS (Bacharelado),Noturno,4.1,"494,14","607,82"
LETRAS (Bacharelado),Noturno,4.2,"658,1","686,5"
LETRAS (Bacharelado),Noturno,x,"661,56","748,1"
LETRAS (Licenciatura),Matutino,1.1,"511,86","595,52"
LETRAS (Licenciatura),Matutino,1.2,"620,9","656,88"
LETRAS (Licenciatura),Matutino,2.1,"523,62","538,46"
LETRAS (Licenciatura),Matutino,2.2,"645,88","692,06"
LETRAS (Licenciatura),Matutino,3.1,"544,2","593,58"
LETRAS (Licenciatura),Matutino,3.2,"629,56","676,18"
LETRAS (Licenciatura),Matutino,4.1,"385,8","534,46"
LETRAS (Licenciatura),Matutino,4.2,"658,54","708,48"
LETRAS (Licenciatura),Matutino,x,"681,36","770,6"
LETRAS (Licenciatura),Noturno,1.1,"449,5","582,16"
LETRAS (Licenciatura),Noturno,1.2,622,"685,2"
LETRAS (Licenciatura),Noturno,2.1,"423,92","540,68"
LETRAS (Licenciatura),Noturno,2.2,"646,52",680
LETRAS (Licenciatura),Noturno,3.1,"485,5","584,94"
LETRAS (Licenciatura),Noturno,3.2,"630,2","668,2"
LETRAS (Licenciatura),Noturno,4.1,"523,22","551,56"
LETRAS (Licenciatura),Noturno,4.2,"653,4","698,08"
LETRAS (Licenciatura),Noturno,x,"662,1","751,72"
MATEMÁTICA,Matutino,1.1,"534,28","548,82"
MATEMÁTICA,Matutino,1.2,"646,88","707,2"
MATEMÁTICA,Matutino,2.1,"536,82","568,68"
MATEMÁTICA,Matutino,2.2,"667,42","715,68"
MATEMÁTICA,Matutino,3.1,"519,1","542,08"
MATEMÁTICA,Matutino,3.2,"644,16","696,74"
MATEMÁTICA,Matutino,4.1,"420,82","572,64"
MATEMÁTICA,Matutino,4.2,"685,56","721,4"
MATEMÁTICA,Matutino,x,"688,38","784,06"
MATEMÁTICA,Noturno,1.1,"504,78","504,78"
MATEMÁTICA,Noturno,1.2,"659,3","679,86"
MATEMÁTICA,Noturno,2.1,"512,86","531,86"
MATEMÁTICA,Noturno,2.2,"677,58","682,58"
MATEMÁTICA,Noturno,3.1,"568,32","568,32"
MATEMÁTICA,Noturno,3.2,"662,54","704,98"
MATEMÁTICA,Noturno,4.2,"586,9","689,5"
MATEMÁTICA,Noturno,x,"683,48","755,82"
MATEMÁTICA COMPUTACIONAL,Matutino,1.1,"335,2","335,2"
MATEMÁTICA COMPUTACIONAL,Matutino,1.2,"640,16","674,94"
MATEMÁTICA COMPUTACIONAL,Matutino,2.2,"656,26","674,1"
MATEMÁTICA COMPUTACIONAL,Matutino,3.1,"607,3","607,3"
MATEMÁTICA COMPUTACIONAL,Matutino,3.2,"637,12","677,7"
MATEMÁTICA COMPUTACIONAL,Matutino,4.2,"703,94","724,5"
MATEMÁTICA COMPUTACIONAL,Matutino,x,"720,28","752,92"
MEDICINA,Integral,1.1,"666,3","713,12"
MEDICINA,Integral,1.2,"743,68","776,96"
MEDICINA,Integral,2.1,"697,78","731,8"
MEDICINA,Integral,2.2,"761,98","787,66"
MEDICINA,Integral,3.1,"674,06","729,34"
MEDICINA,Integral,3.2,"753,16","785,7"
MEDICINA,Integral,4.1,"713,42",754
MEDICINA,Integral,4.2,"777,76","805,12"
MEDICINA,Integral,x,"792,96","851,52"
MEDICINA VETERINÁRIA,Matutino,1.1,"572,4","649,56"
MEDICINA VETERINÁRIA,Matutino,1.2,"689,3","725,74"
MEDICINA VETERINÁRIA,Matutino,2.1,"526,74","650,5"
MEDICINA VETERINÁRIA,Matutino,2.2,"701,28","718,32"
MEDICINA VETERINÁRIA,Matutino,3.1,"584,42","653,24"
MEDICINA VETERINÁRIA,Matutino,3.2,"697,26","718,4"
MEDICINA VETERINÁRIA,Matutino,4.1,"635,92","639,56"
MEDICINA VETERINÁRIA,Matutino,4.2,"713,54","750,02"
MEDICINA VETERINÁRIA,Matutino,x,"726,88","776,14"
MUSEOLOGIA,Matutino,1.1,"521,54","521,54"
MUSEOLOGIA,Matutino,1.2,"604,26","641,84"
MUSEOLOGIA,Matutino,2.1,"564,28","579,56"
MUSEOLOGIA,Matutino,2.2,"617,08","646,9"
MUSEOLOGIA,Matutino,3.1,"523,3","523,3"
MUSEOLOGIA,Matutino,3.2,"596,02","652,74"
MUSEOLOGIA,Matutino,4.1,"566,68","566,68"
MUSEOLOGIA,Matutino,4.2,"578,9","652,8"
MUSEOLOGIA,Matutino,x,"634,86","705,48"
NUTRIÇÃO,Matutino,1.1,"534,84","596,14"
NUTRIÇÃO,Matutino,1.2,"662,04","688,78"
NUTRIÇÃO,Matutino,2.1,"568,68","600,32"
NUTRIÇÃO,Matutino,2.2,679,"703,64"
NUTRIÇÃO,Matutino,3.1,"614,3","633,88"
NUTRIÇÃO,Matutino,3.2,"664,08","695,18"
NUTRIÇÃO,Matutino,4.1,"557,22","570,24"
NUTRIÇÃO,Matutino,4.2,"687,78","725,1"
NUTRIÇÃO,Matutino,x,"697,26","748,74"
ODONTOLOGIA,Matutino,1.1,"548,28","703,6"
ODONTOLOGIA,Matutino,1.2,"704,34","744,26"
ODONTOLOGIA,Matutino,2.1,"541,9","664,12"
ODONTOLOGIA,Matutino,2.2,"714,72","735,78"
ODONTOLOGIA,Matutino,3.1,"559,58","662,32"
ODONTOLOGIA,Matutino,3.2,"709,94","743,38"
ODONTOLOGIA,Matutino,4.1,"589,08","626,3"
ODONTOLOGIA,Matutino,4.2,"718,52","748,52"
ODONTOLOGIA,Matutino,x,"740,24","783,64"
PEDAGOGIA,Matutino,1.1,"514,78","538,28"
PEDAGOGIA,Matutino,1.2,"625,36","640,56"
PEDAGOGIA,Matutino,2.1,"519,74","529,44"
PEDAGOGIA,Matutino,2.2,"637,34","665,3"
PEDAGOGIA,Matutino,3.1,"511,3","574,42"
PEDAGOGIA,Matutino,3.2,"636,08","655,04"
PEDAGOGIA,Matutino,4.1,"509,82","592,5"
PEDAGOGIA,Matutino,4.2,"668,2","744,28"
PEDAGOGIA,Matutino,x,"662,68","747,74"
PEDAGOGIA,Noturno,1.1,"514,68","550,28"
PEDAGOGIA,Noturno,1.2,"617,62","661,88"
PEDAGOGIA,Noturno,2.1,"538,3","596,54"
PEDAGOGIA,Noturno,2.2,"628,14","673,3"
PEDAGOGIA,Noturno,3.1,"500,16","565,12"
PEDAGOGIA,Noturno,3.2,"633,42","662,94"
PEDAGOGIA,Noturno,4.1,"441,22","562,6"
PEDAGOGIA,Noturno,4.2,"638,14","650,72"
PEDAGOGIA,Noturno,x,"650,22","714,14"
PSICOLOGIA,Matutino,1.1,"569,86","589,22"
PSICOLOGIA,Matutino,1.2,"680,64","697,06"
PSICOLOGIA,Matutino,2.1,"563,84","652,08"
PSICOLOGIA,Matutino,2.2,"696,66","725,36"
PSICOLOGIA,Matutino,3.1,"598,9","633,1"
PSICOLOGIA,Matutino,3.2,"682,46","729,6"
PSICOLOGIA,Matutino,4.1,"554,44","663,8"
PSICOLOGIA,Matutino,4.2,"702,36","760,42"
PSICOLOGIA,Matutino,x,"732,18","797,74"
PUBLICIDADE E PROPAGANDA,Matutino,1.1,"577,6","577,6"
PUBLICIDADE E PROPAGANDA,Matutino,1.2,"661,24","676,98"
PUBLICIDADE E PROPAGANDA,Matutino,2.1,"509,08","623,42"
PUBLICIDADE E PROPAGANDA,Matutino,2.2,"666,04","708,08"
PUBLICIDADE E PROPAGANDA,Matutino,3.1,"555,58","592,62"
PUBLICIDADE E PROPAGANDA,Matutino,3.2,"686,84","726,34"
PUBLICIDADE E PROPAGANDA,Matutino,4.1,"588,18","606,42"
PUBLICIDADE E PROPAGANDA,Matutino,4.2,"708,02","716,72"
PUBLICIDADE E PROPAGANDA,Matutino,x,"723,96","770,7"
QUÍMICA,Matutino,1.1,"412,6","620,56"
QUÍMICA,Matutino,1.2,"645,84","729,48"
QUÍMICA,Matutino,2.1,"483,64","483,64"
QUÍMICA,Matutino,2.2,"677,06","765,9"
QUÍMICA,Matutino,3.1,"532,92","532,92"
QUÍMICA,Matutino,3.2,"651,82","716,04"
QUÍMICA,Matutino,4.1,"565,12","565,12"
QUÍMICA,Matutino,4.2,"708,96","726,52"
QUÍMICA,Matutino,x,"705,48","769,38"
QUÍMICA,Noturno,1.2,"649,02","675,98"
QUÍMICA,Noturno,2.1,"491,22","491,22"
QUÍMICA,Noturno,2.2,"661,28","664,7"
QUÍMICA,Noturno,3.2,"660,02","680,22"
QUÍMICA,Noturno,4.2,679,"754,56"
QUÍMICA,Noturno,x,"680,62","726,54"
QUÍMICA TECNOLÓGICA,Noturno,1.1,"567,86","567,86"
QUÍMICA TECNOLÓGICA,Noturno,1.2,653,"667,14"
QUÍMICA TECNOLÓGICA,Noturno,2.1,"544,28","544,28"
QUÍMICA TECNOLÓGICA,Noturno,2.2,"655,8","694,04"
QUÍMICA TECNOLÓGICA,Noturno,3.1,"459,6","459,6"
QUÍMICA TECNOLÓGICA,Noturno,3.2,"669,16","688,98"
QUÍMICA TECNOLÓGICA,Noturno,4.1,"586,56","586,56"
QUÍMICA TECNOLÓGICA,Noturno,4.2,"690,56","702,04"
QUÍMICA TECNOLÓGICA,Noturno,x,"700,58","740,12"
RADIOLOGIA,Noturno,1.1,"579,8","606,16"
RADIOLOGIA,Noturno,1.2,"636,94","686,24"
RADIOLOGIA,Noturno,2.1,"500,02","616,6"
RADIOLOGIA,Noturno,2.2,"642,92","687,84"
RADIOLOGIA,Noturno,3.1,"556,34","589,46"
RADIOLOGIA,Noturno,3.2,"637,36","676,4"
RADIOLOGIA,Noturno,4.1,"542,52","584,76"
RADIOLOGIA,Noturno,4.2,"632,68","696,92"
RADIOLOGIA,Noturno,x,"645,92","732,6"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,1.1,"565,26","592,78"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,1.2,"671,1","697,32"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,2.1,"487,36","639,9"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,2.2,"691,46","718,4"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,3.1,"548,82","612,58"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,3.2,"687,52","716,4"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,4.1,"625,82","625,82"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,4.2,"710,42","763,12"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,x,"732,42","802,3"
RELAÇÕES PÚBLICAS,Matutino,1.1,"534,96","595,12"
RELAÇÕES PÚBLICAS,Matutino,1.2,"665,22","675,56"
RELAÇÕES PÚBLICAS,Matutino,2.2,"644,28","732,62"
RELAÇÕES PÚBLICAS,Matutino,3.1,"573,9","573,9"
RELAÇÕES PÚBLICAS,Matutino,3.2,"656,96","690,56"
RELAÇÕES PÚBLICAS,Matutino,4.2,"700,02","700,22"
RELAÇÕES PÚBLICAS,Matutino,x,"714,38","747,46"
SISTEMAS DE INFORMAÇÃO,Noturno,1.1,"549,36",550
SISTEMAS DE INFORMAÇÃO,Noturno,1.2,"675,56","707,84"
SISTEMAS DE INFORMAÇÃO,Noturno,2.1,"548,42","591,58"
SISTEMAS DE INFORMAÇÃO,Noturno,2.2,"685,66","708,02"
SISTEMAS DE INFORMAÇÃO,Noturno,3.1,"509,66","605,16"
SISTEMAS DE INFORMAÇÃO,Noturno,3.2,"675,66","707,26"
SISTEMAS DE INFORMAÇÃO,Noturno,4.1,"573,36","607,8"
SISTEMAS DE INFORMAÇÃO,Noturno,4.2,"709,1",740
SISTEMAS DE INFORMAÇÃO,Noturno,x,"713,12","778,16"
TERAPIA OCUPACIONAL,Matutino,1.1,"496,2","559,06"
TERAPIA OCUPACIONAL,Matutino,1.2,638,"681,82"
TERAPIA OCUPACIONAL,Matutino,2.1,"537,34","578,28"
TERAPIA OCUPACIONAL,Matutino,2.2,"651,42","678,7"
TERAPIA OCUPACIONAL,Matutino,3.1,"491,58","589,3"
TERAPIA OCUPACIONAL,Matutino,3.2,"648,44","705,4"
TERAPIA OCUPACIONAL,Matutino,4.1,"565,46","579,98"
TERAPIA OCUPACIONAL,Matutino,4.2,"667,38","680,36"
TERAPIA OCUPACIONAL,Matutino,x,"662,02","737,9"
TURISMO,Matutino,1.1,"440,96","643,12"
TURISMO,Matutino,1.2,"627,08","661,58"
TURISMO,Matutino,2.1,"500,08","549,34"
TURISMO,Matutino,2.2,"631,68","652,52"
TURISMO,Matutino,3.1,"533,38","636,26"
TURISMO,Matutino,3.2,"623,86","668,44"
TURISMO,Matutino,4.1,"548,4","548,4"
TURISMO,Matutino,4.2,"652,02","676,3"
TURISMO,Matutino,x,"657,74","727,88"
ZOOTECNIA,Matutino,1.1,"508,46","529,66"
ZOOTECNIA,Matutino,1.2,"614,96","646,22"
ZOOTECNIA,Matutino,2.1,532,"599,92"
ZOOTECNIA,Matutino,2.2,"603,98","683,98"
ZOOTECNIA,Matutino,3.1,"496,08","508,38"
ZOOTECNIA,Matutino,3.2,"598,9","644,26"
ZOOTECNIA,Matutino,4.1,"457,82","457,82"
ZOOTECNIA,Matutino,4.2,"585,94","662,72"
ZOOTECNIA,Matutino,x,"618,14","710,46"
