course,shift,modality,min,max
ENGENHARIA MECÂNICA,Noturno,2.1,"306,86","600,56"
ENGENHARIA MECÂNICA,Noturno,2.2,"693,68","716,82"
ENGENHARIA MECÂNICA,Noturno,3.1,"515,06","639,86"
ENGENHARIA MECÂNICA,Noturno,3.2,"679,68","716,22"
ENGENHARIA MECÂNICA,Noturno,4.1,"594,90","599,16"
ENGENHARIA MECÂNICA,Noturno,4.2,"715,16","764,44"
ENGENHARIA MECÂNICA,Noturno,x,"720,30","776,64"
ENGENHARIA METALÚRGICA,Matutino,1.1,"497,44","570,12"
ENGENHARIA METALÚRGICA,Matutino,1.2,"645,10","681,98"
ENGENHARIA METALÚRGICA,Matutino,2.1,"478,20","478,20"
ENGENHARIA METALÚRGICA,Matutino,2.2,"671,98","702,28"
ENGENHARIA METALÚRGICA,Matutino,3.1,"509,88","544,80"
ENGENHARIA METALÚRGICA,Matutino,3.2,"648,04","707,94"
ENGENHARIA METALÚRGICA,Matutino,4.1,"547,02","547,02"
ENGENHARIA METALÚRGICA,Matutino,4.2,"643,78","721,16"
ENGENHARIA METALÚRGICA,Matutino,x,"686,32","746,84"
ENGENHARIA QUÍMICA,Matutino,1.1,"510,54","599,60"
ENGENHARIA QUÍMICA,Matutino,1.2,"699,04","736,12"
ENGENHARIA QUÍMICA,Matutino,2.1,"554,12","554,12"
ENGENHARIA QUÍMICA,Matutino,2.2,"720,86","744,42"
ENGENHARIA QUÍMICA,Matutino,3.1,"585,18","612,24"
ENGENHARIA QUÍMICA,Matutino,3.2,"687,90","738,30"
ENGENHARIA QUÍMICA,Matutino,4.1,"585,94","585,94"
ENGENHARIA QUÍMICA,Matutino,4.2,"748,00","787,34"
ENGENHARIA QUÍMICA,Matutino,x,"765,88","821,76"
ESTATÍSTICA,Matutino,1.1,"529,70","539,80"
ESTATÍSTICA,Matutino,1.2,"619,52","687,64"
ESTATÍSTICA,Matutino,2.1,"459,22","484,22"
ESTATÍSTICA,Matutino,2.2,"665,60","724,46"
ESTATÍSTICA,Matutino,3.1,"650,84","650,84"
ESTATÍSTICA,Matutino,3.2,"637,48","669,80"
ESTATÍSTICA,Matutino,4.2,"677,88","734,20"
ESTATÍSTICA,Matutino,x,"680,80","760,58"
FARMÁCIA,Matutino,1.1,"504,58","582,90"
FARMÁCIA,Matutino,1.2,"640,82","697,46"
FARMÁCIA,Matutino,2.1,"473,86","586,04"
FARMÁCIA,Matutino,2.2,"671,20","733,34"
FARMÁCIA,Matutino,3.1,"499,70","605,78"
FARMÁCIA,Matutino,3.2,"640,02","689,90"
FARMÁCIA,Matutino,4.1,"566,18","613,42"
FARMÁCIA,Matutino,4.2,"673,54","729,40"
FARMÁCIA,Matutino,x,"679,14","790,42"
FARMÁCIA,Noturno,1.1,"529,98","581,28"
FARMÁCIA,Noturno,1.2,"642,34","683,36"
FARMÁCIA,Noturno,2.1,"503,16","560,00"
FARMÁCIA,Noturno,2.2,"663,58","711,82"
FARMÁCIA,Noturno,3.1,"450,40","594,04"
FARMÁCIA,Noturno,3.2,"644,00","695,94"
FARMÁCIA,Noturno,4.1,"614,66","630,22"
FARMÁCIA,Noturno,4.2,"666,12","757,98"
FARMÁCIA,Noturno,x,"673,44","754,48"
FILOSOFIA,Matutino,1.1,"516,20","542,86"
FILOSOFIA,Matutino,1.2,"613,42","663,00"
FILOSOFIA,Matutino,2.1,"582,18","582,18"
FILOSOFIA,Matutino,2.2,"641,02","661,08"
FILOSOFIA,Matutino,3.1,"598,78","598,78"
FILOSOFIA,Matutino,3.2,"643,32","672,70"
FILOSOFIA,Matutino,4.1,"523,58","556,06"
FILOSOFIA,Matutino,4.2,"660,76","687,70"
FILOSOFIA,Matutino,x,"660,30","782,10"
FILOSOFIA,Noturno,1.1,"496,78","551,86"
FILOSOFIA,Noturno,1.2,"571,20","665,70"
FILOSOFIA,Noturno,2.1,"565,16","565,16"
FILOSOFIA,Noturno,2.2,"620,06","678,24"
FILOSOFIA,Noturno,3.1,"546,86","546,86"
FILOSOFIA,Noturno,3.2,"621,60","683,24"
FILOSOFIA,Noturno,4.1,"661,16","661,16"
FILOSOFIA,Noturno,4.2,"685,08","722,72"
FILOSOFIA,Noturno,x,"662,50","742,40"
FISIOTERAPIA,Matutino,1.1,"466,02","564,78"
FISIOTERAPIA,Matutino,1.2,"666,90","701,82"
FISIOTERAPIA,Matutino,2.1,"235,70","626,00"
FISIOTERAPIA,Matutino,2.2,"677,18","722,70"
FISIOTERAPIA,Matutino,3.1,"586,34","627,58"
FISIOTERAPIA,Matutino,3.2,"667,24","712,64"
FISIOTERAPIA,Matutino,4.1,"511,48","643,58"
FISIOTERAPIA,Matutino,4.2,"675,76","717,02"
FISIOTERAPIA,Matutino,x,"692,14","766,52"
FONOAUDIOLOGIA,Matutino,1.1,"455,10","516,02"
FONOAUDIOLOGIA,Matutino,1.2,"652,70","676,76"
FONOAUDIOLOGIA,Matutino,2.1,"646,06","646,06"
FONOAUDIOLOGIA,Matutino,2.2,"651,24","712,86"
FONOAUDIOLOGIA,Matutino,3.1,"545,44","606,90"
FONOAUDIOLOGIA,Matutino,3.2,"635,10","687,18"
FONOAUDIOLOGIA,Matutino,4.1,"571,64","571,64"
FONOAUDIOLOGIA,Matutino,4.2,"671,56","703,52"
FONOAUDIOLOGIA,Matutino,x,"652,58","752,94"
FÍSICA,Matutino,1.1,"423,10","540,54"
FÍSICA,Matutino,1.2,"620,70","701,30"
FÍSICA,Matutino,2.1,"521,68","521,68"
FÍSICA,Matutino,2.2,"650,14","706,20"
FÍSICA,Matutino,3.1,"579,66","579,66"
FÍSICA,Matutino,3.2,"648,20","717,26"
FÍSICA,Matutino,4.1,"524,20","550,64"
FÍSICA,Matutino,4.2,"695,54","733,46"
FÍSICA,Matutino,x,"707,50","805,24"
FÍSICA,Noturno,1.1,"526,26","526,26"
FÍSICA,Noturno,1.2,"640,30","674,40"
FÍSICA,Noturno,2.1,"602,76","602,76"
FÍSICA,Noturno,2.2,"640,76","675,60"
FÍSICA,Noturno,3.1,"546,46","546,46"
FÍSICA,Noturno,3.2,"648,50","704,76"
FÍSICA,Noturno,4.1,"614,62","614,62"
FÍSICA,Noturno,4.2,"670,68","727,66"
FÍSICA,Noturno,x,"682,80","779,32"
GEOGRAFIA,Matutino,1.1,"486,88","486,88"
GEOGRAFIA,Matutino,1.2,"607,62","675,12"
GEOGRAFIA,Matutino,2.1,"502,80","538,54"
GEOGRAFIA,Matutino,2.2,"641,30","710,66"
GEOGRAFIA,Matutino,3.1,"532,92","532,92"
GEOGRAFIA,Matutino,3.2,"618,30","679,04"
GEOGRAFIA,Matutino,4.1,"532,42","532,42"
GEOGRAFIA,Matutino,4.2,"661,76","680,68"
GEOGRAFIA,Matutino,x,"676,94","740,66"
GEOGRAFIA,Noturno,1.1,"527,20","577,36"
GEOGRAFIA,Noturno,1.2,"628,06","661,26"
GEOGRAFIA,Noturno,2.1,"467,22","597,72"
GEOGRAFIA,Noturno,2.2,"625,40","661,42"
GEOGRAFIA,Noturno,3.1,"524,82","557,46"
GEOGRAFIA,Noturno,3.2,"635,36","656,60"
GEOGRAFIA,Noturno,4.1,"495,74","501,54"
GEOGRAFIA,Noturno,4.2,"634,30","696,36"
GEOGRAFIA,Noturno,x,"652,74","724,80"
GEOLOGIA,Matutino,1.2,"641,98","690,16"
GEOLOGIA,Matutino,2.1,"525,50","525,50"
GEOLOGIA,Matutino,2.2,"672,86","724,72"
GEOLOGIA,Matutino,3.1,"464,44","520,54"
GEOLOGIA,Matutino,3.2,"688,20","720,20"
GEOLOGIA,Matutino,4.1,"645,66","645,66"
GEOLOGIA,Matutino,4.2,"674,20","713,56"
GEOLOGIA,Matutino,x,"704,88","756,70"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,1.1,"469,78","550,46"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,1.2,"615,68","655,24"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,2.1,"479,28","549,22"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,2.2,"604,32","647,68"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,3.1,"503,78","594,12"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,3.2,"609,84","665,54"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,4.1,"503,46","526,44"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,4.2,"600,98","690,64"
GESTÃO DE SERVIÇOS DE SAÚDE,Noturno,x,"621,68","721,68"
GESTÃO PÚBLICA,Noturno,1.1,"502,36","577,42"
GESTÃO PÚBLICA,Noturno,1.2,"618,58","659,18"
GESTÃO PÚBLICA,Noturno,2.1,"525,12","560,30"
GESTÃO PÚBLICA,Noturno,2.2,"639,70","679,58"
GESTÃO PÚBLICA,Noturno,3.1,"523,82","574,26"
GESTÃO PÚBLICA,Noturno,3.2,"636,20","666,28"
GESTÃO PÚBLICA,Noturno,4.1,"541,74","650,58"
GESTÃO PÚBLICA,Noturno,4.2,"652,94","690,06"
GESTÃO PÚBLICA,Noturno,x,"682,04","765,02"
HISTÓRIA,Matutino,1.1,"535,78","535,78"
HISTÓRIA,Matutino,1.2,"633,38","699,96"
HISTÓRIA,Matutino,2.1,"498,76","627,02"
HISTÓRIA,Matutino,2.2,"604,74","713,68"
HISTÓRIA,Matutino,3.1,"647,82","647,82"
HISTÓRIA,Matutino,3.2,"625,38","712,00"
HISTÓRIA,Matutino,4.1,"592,84","592,84"
HISTÓRIA,Matutino,4.2,"652,72","721,62"
HISTÓRIA,Matutino,x,"706,68","771,82"
HISTÓRIA,Noturno,1.1,"489,18","587,80"
HISTÓRIA,Noturno,1.2,"632,32","682,02"
HISTÓRIA,Noturno,2.1,"415,02","591,04"
HISTÓRIA,Noturno,2.2,"661,68","690,46"
HISTÓRIA,Noturno,3.1,"548,02","548,02"
HISTÓRIA,Noturno,3.2,"647,32","722,52"
HISTÓRIA,Noturno,4.1,"598,74","598,74"
HISTÓRIA,Noturno,4.2,"682,70","709,06"
HISTÓRIA,Noturno,x,"690,44","735,00"
JORNALISMO,Matutino,1.1,"575,10","575,52"
JORNALISMO,Matutino,1.2,"676,48","691,38"
JORNALISMO,Matutino,2.2,"665,86","688,28"
JORNALISMO,Matutino,3.1,"568,20","568,20"
JORNALISMO,Matutino,3.2,"677,52","679,18"
JORNALISMO,Matutino,4.2,"723,18","725,98"
JORNALISMO,Matutino,x,"726,92","759,20"
JORNALISMO,Noturno,1.1,"443,54","586,60"
JORNALISMO,Noturno,1.2,"651,58","678,00"
JORNALISMO,Noturno,2.1,"591,04","595,92"
JORNALISMO,Noturno,2.2,"659,50","689,44"
JORNALISMO,Noturno,3.1,"559,70","559,70"
JORNALISMO,Noturno,3.2,"657,08","687,40"
JORNALISMO,Noturno,4.1,"516,40","587,98"
JORNALISMO,Noturno,4.2,"683,22","699,18"
JORNALISMO,Noturno,x,"708,22","771,40"
LETRAS (Bacharelado),Matutino,1.1,"475,86","537,10"
LETRAS (Bacharelado),Matutino,1.2,"623,04","667,90"
LETRAS (Bacharelado),Matutino,2.1,"567,62","567,62"
LETRAS (Bacharelado),Matutino,2.2,"593,36","695,52"
LETRAS (Bacharelado),Matutino,3.1,"450,00","540,12"
LETRAS (Bacharelado),Matutino,3.2,"605,12","700,56"
LETRAS (Bacharelado),Matutino,4.1,"516,24","516,24"
LETRAS (Bacharelado),Matutino,4.2,"632,56","715,92"
LETRAS (Bacharelado),Matutino,x,"653,22","793,92"
LETRAS (Bacharelado),Noturno,1.1,"497,92","505,34"
LETRAS (Bacharelado),Noturno,1.2,"617,14","656,64"
LETRAS (Bacharelado),Noturno,2.1,"454,00","633,20"
LETRAS (Bacharelado),Noturno,2.2,"626,18","662,64"
LETRAS (Bacharelado),Noturno,3.1,"538,40","568,88"
LETRAS (Bacharelado),Noturno,3.2,"625,58","686,40"
LETRAS (Bacharelado),Noturno,4.1,"494,14","607,82"
LETRAS (Bacharelado),Noturno,4.2,"615,88","686,50"
LETRAS (Bacharelado),Noturno,x,"647,74","748,10"
LETRAS (Licenciatura),Matutino,1.1,"460,90","595,52"
LETRAS (Licenciatura),Matutino,1.2,"578,52","656,88"
LETRAS (Licenciatura),Matutino,2.1,"523,62","538,46"
LETRAS (Licenciatura),Matutino,2.2,"637,42","692,06"
LETRAS (Licenciatura),Matutino,3.1,"544,20","593,58"
LETRAS (Licenciatura),Matutino,3.2,"613,54","676,18"
LETRAS (Licenciatura),Matutino,4.1,"385,80","534,46"
LETRAS (Licenciatura),Matutino,4.2,"606,02","708,48"
LETRAS (Licenciatura),Matutino,x,"639,78","770,60"
LETRAS (Licenciatura),Noturno,1.1,"449,50","582,16"
LETRAS (Licenciatura),Noturno,1.2,"615,58","685,20"
LETRAS (Licenciatura),Noturno,2.1,"423,92","540,68"
LETRAS (Licenciatura),Noturno,2.2,"621,76","680,00"
LETRAS (Licenciatura),Noturno,3.1,"434,54","584,94"
LETRAS (Licenciatura),Noturno,3.2,"622,96","668,20"
LETRAS (Licenciatura),Noturno,4.1,"422,32","551,56"
LETRAS (Licenciatura),Noturno,4.2,"644,00","698,08"
LETRAS (Licenciatura),Noturno,x,"648,48","751,72"
MATEMÁTICA,Matutino,1.1,"534,28","548,82"
MATEMÁTICA,Matutino,1.2,"640,12","707,20"
MATEMÁTICA,Matutino,2.1,"536,82","568,68"
MATEMÁTICA,Matutino,2.2,"660,46","715,68"
MATEMÁTICA,Matutino,3.1,"519,10","542,08"
MATEMÁTICA,Matutino,3.2,"644,00","696,74"
MATEMÁTICA,Matutino,4.1,"420,82","572,64"
MATEMÁTICA,Matutino,4.2,"675,48","721,40"
MATEMÁTICA,Matutino,x,"686,32","784,06"
MATEMÁTICA,Noturno,1.1,"504,78","504,78"
MATEMÁTICA,Noturno,1.2,"624,54","679,86"
MATEMÁTICA,Noturno,2.1,"512,86","531,86"
MATEMÁTICA,Noturno,2.2,"676,90","682,58"
MATEMÁTICA,Noturno,3.1,"568,32","568,32"
MATEMÁTICA,Noturno,3.2,"638,84","704,98"
MATEMÁTICA,Noturno,4.2,"475,34","689,50"
MATEMÁTICA,Noturno,x,"680,52","755,82"
MATEMÁTICA COMPUTACIONAL,Matutino,1.1,"335,20","335,20"
MATEMÁTICA COMPUTACIONAL,Matutino,1.2,"634,18","674,94"
MATEMÁTICA COMPUTACIONAL,Matutino,2.2,"656,26","674,10"
MATEMÁTICA COMPUTACIONAL,Matutino,3.1,"607,30","607,30"
MATEMÁTICA COMPUTACIONAL,Matutino,3.2,"593,50","677,70"
MATEMÁTICA COMPUTACIONAL,Matutino,4.2,"703,94","724,50"
MATEMÁTICA COMPUTACIONAL,Matutino,x,"714,64","752,92"
MEDICINA,Integral,1.1,"662,92","713,12"
MEDICINA,Integral,1.2,"743,16","776,96"
MEDICINA,Integral,2.1,"695,62","731,80"
MEDICINA,Integral,2.2,"761,98","787,66"
MEDICINA,Integral,3.1,"661,64","729,34"
MEDICINA,Integral,3.2,"752,52","785,70"
MEDICINA,Integral,4.1,"703,42","754,00"
MEDICINA,Integral,4.2,"777,18","805,12"
MEDICINA,Integral,x,"790,84","851,52"
MEDICINA VETERINÁRIA,Matutino,1.1,"515,32","649,56"
MEDICINA VETERINÁRIA,Matutino,1.2,"688,44","725,74"
MEDICINA VETERINÁRIA,Matutino,2.1,"448,06","650,50"
MEDICINA VETERINÁRIA,Matutino,2.2,"693,38","718,32"
MEDICINA VETERINÁRIA,Matutino,3.1,"557,44","653,24"
MEDICINA VETERINÁRIA,Matutino,3.2,"697,26","718,40"
MEDICINA VETERINÁRIA,Matutino,4.1,"635,92","639,56"
MEDICINA VETERINÁRIA,Matutino,4.2,"707,38","750,02"
MEDICINA VETERINÁRIA,Matutino,x,"718,16","776,14"
MUSEOLOGIA,Matutino,1.1,"521,54","521,54"
MUSEOLOGIA,Matutino,1.2,"604,26","641,84"
MUSEOLOGIA,Matutino,2.1,"564,28","579,56"
MUSEOLOGIA,Matutino,2.2,"594,90","646,90"
MUSEOLOGIA,Matutino,3.1,"523,30","523,30"
MUSEOLOGIA,Matutino,3.2,"596,02","652,74"
MUSEOLOGIA,Matutino,4.1,"566,68","566,68"
MUSEOLOGIA,Matutino,4.2,"550,12","652,80"
MUSEOLOGIA,Matutino,x,"634,86","705,48"
NUTRIÇÃO,Matutino,1.1,"442,84","596,14"
NUTRIÇÃO,Matutino,1.2,"653,86","688,78"
NUTRIÇÃO,Matutino,2.1,"545,14","600,32"
NUTRIÇÃO,Matutino,2.2,"653,74","703,64"
NUTRIÇÃO,Matutino,3.1,"509,74","633,88"
NUTRIÇÃO,Matutino,3.2,"650,38","695,18"
NUTRIÇÃO,Matutino,4.1,"557,22","570,24"
NUTRIÇÃO,Matutino,4.2,"687,60","725,10"
NUTRIÇÃO,Matutino,x,"686,90","748,74"
ODONTOLOGIA,Matutino,1.1,"487,84","703,60"
ODONTOLOGIA,Matutino,1.2,"702,66","744,26"
ODONTOLOGIA,Matutino,2.1,"280,44","664,12"
ODONTOLOGIA,Matutino,2.2,"702,62","735,78"
ODONTOLOGIA,Matutino,3.1,"517,22","662,32"
ODONTOLOGIA,Matutino,3.2,"703,64","743,38"
ODONTOLOGIA,Matutino,4.1,"589,08","626,30"
ODONTOLOGIA,Matutino,4.2,"711,68","748,52"
ODONTOLOGIA,Matutino,x,"730,72","783,64"
PEDAGOGIA,Matutino,1.1,"514,78","538,28"
PEDAGOGIA,Matutino,1.2,"618,08","640,56"
PEDAGOGIA,Matutino,2.1,"519,74","529,44"
PEDAGOGIA,Matutino,2.2,"602,60","665,30"
PEDAGOGIA,Matutino,3.1,"508,78","574,42"
PEDAGOGIA,Matutino,3.2,"636,08","655,04"
PEDAGOGIA,Matutino,4.1,"509,82","592,50"
PEDAGOGIA,Matutino,4.2,"647,26","744,28"
PEDAGOGIA,Matutino,x,"644,90","747,74"
PEDAGOGIA,Noturno,1.1,"461,30","550,28"
PEDAGOGIA,Noturno,1.2,"600,54","661,88"
PEDAGOGIA,Noturno,2.1,"424,96","596,54"
PEDAGOGIA,Noturno,2.2,"593,40","673,30"
PEDAGOGIA,Noturno,3.1,"281,02","565,12"
PEDAGOGIA,Noturno,3.2,"624,06","662,94"
PEDAGOGIA,Noturno,4.1,"441,22","562,60"
PEDAGOGIA,Noturno,4.2,"593,66","650,72"
PEDAGOGIA,Noturno,x,"625,80","714,14"
PSICOLOGIA,Matutino,1.1,"542,22","589,22"
PSICOLOGIA,Matutino,1.2,"672,84","697,06"
PSICOLOGIA,Matutino,2.1,"504,54","652,08"
PSICOLOGIA,Matutino,2.2,"695,52","725,36"
PSICOLOGIA,Matutino,3.1,"562,22","633,10"
PSICOLOGIA,Matutino,3.2,"676,40","729,60"
PSICOLOGIA,Matutino,4.1,"481,72","663,80"
PSICOLOGIA,Matutino,4.2,"702,36","760,42"
PSICOLOGIA,Matutino,x,"725,30","797,74"
PUBLICIDADE E PROPAGANDA,Matutino,1.1,"577,60","577,60"
PUBLICIDADE E PROPAGANDA,Matutino,1.2,"659,14","676,98"
PUBLICIDADE E PROPAGANDA,Matutino,2.1,"444,54","623,42"
PUBLICIDADE E PROPAGANDA,Matutino,2.2,"655,68","708,08"
PUBLICIDADE E PROPAGANDA,Matutino,3.1,"555,58","592,62"
PUBLICIDADE E PROPAGANDA,Matutino,3.2,"681,48","726,34"
PUBLICIDADE E PROPAGANDA,Matutino,4.1,"302,16","606,42"
PUBLICIDADE E PROPAGANDA,Matutino,4.2,"708,02","716,72"
PUBLICIDADE E PROPAGANDA,Matutino,x,"715,80","770,70"
QUÍMICA,Matutino,1.1,"412,60","620,56"
QUÍMICA,Matutino,1.2,"615,40","729,48"
QUÍMICA,Matutino,2.1,"483,64","483,64"
QUÍMICA,Matutino,2.2,"667,86","765,90"
QUÍMICA,Matutino,3.1,"532,92","532,92"
QUÍMICA,Matutino,3.2,"651,82","716,04"
QUÍMICA,Matutino,4.1,"565,12","565,12"
QUÍMICA,Matutino,4.2,"708,96","726,52"
QUÍMICA,Matutino,x,"685,36","769,38"
QUÍMICA,Noturno,1.2,"641,48","675,98"
QUÍMICA,Noturno,2.1,"491,22","491,22"
QUÍMICA,Noturno,2.2,"661,28","664,70"
QUÍMICA,Noturno,3.2,"660,02","680,22"
QUÍMICA,Noturno,4.2,"679,00","754,56"
QUÍMICA,Noturno,x,"662,64","726,54"
QUÍMICA TECNOLÓGICA,Noturno,1.1,"567,86","567,86"
QUÍMICA TECNOLÓGICA,Noturno,1.2,"649,88","667,14"
QUÍMICA TECNOLÓGICA,Noturno,2.1,"544,28","544,28"
QUÍMICA TECNOLÓGICA,Noturno,2.2,"647,90","694,04"
QUÍMICA TECNOLÓGICA,Noturno,3.1,"459,60","459,60"
QUÍMICA TECNOLÓGICA,Noturno,3.2,"661,62","688,98"
QUÍMICA TECNOLÓGICA,Noturno,4.1,"586,56","586,56"
QUÍMICA TECNOLÓGICA,Noturno,4.2,"516,80","702,04"
QUÍMICA TECNOLÓGICA,Noturno,x,"670,38","740,12"
RADIOLOGIA,Noturno,1.1,"517,98","606,16"
RADIOLOGIA,Noturno,1.2,"618,94","686,24"
RADIOLOGIA,Noturno,2.1,"430,36","616,60"
RADIOLOGIA,Noturno,2.2,"612,80","687,84"
RADIOLOGIA,Noturno,3.1,"479,58","589,46"
RADIOLOGIA,Noturno,3.2,"595,52","676,40"
RADIOLOGIA,Noturno,4.1,"485,74","584,76"
RADIOLOGIA,Noturno,4.2,"609,06","696,92"
RADIOLOGIA,Noturno,x,"619,98","732,60"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,1.1,"565,26","592,78"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,1.2,"661,58","697,32"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,2.1,"473,92","639,90"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,2.2,"661,14","718,40"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,3.1,"544,88","612,58"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,3.2,"664,76","716,40"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,4.1,"579,84","625,82"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,4.2,"669,76","763,12"
RELAÇÕES ECONÔMICAS INTERNACIONAIS,Noturno,x,"712,34","802,30"
RELAÇÕES PÚBLICAS,Matutino,1.1,"534,96","595,12"
RELAÇÕES PÚBLICAS,Matutino,1.2,"632,68","675,56"
RELAÇÕES PÚBLICAS,Matutino,2.2,"644,28","732,62"
RELAÇÕES PÚBLICAS,Matutino,3.1,"573,90","573,90"
RELAÇÕES PÚBLICAS,Matutino,3.2,"635,32","690,56"
RELAÇÕES PÚBLICAS,Matutino,4.2,"700,02","700,22"
RELAÇÕES PÚBLICAS,Matutino,x,"704,96","747,46"
SISTEMAS DE INFORMAÇÃO,Noturno,1.1,"549,36","550,00"
SISTEMAS DE INFORMAÇÃO,Noturno,1.2,"666,20","707,84"
SISTEMAS DE INFORMAÇÃO,Noturno,2.1,"454,04","591,58"
SISTEMAS DE INFORMAÇÃO,Noturno,2.2,"685,66","708,02"
SISTEMAS DE INFORMAÇÃO,Noturno,3.1,"509,66","605,16"
SISTEMAS DE INFORMAÇÃO,Noturno,3.2,"675,66","707,26"
SISTEMAS DE INFORMAÇÃO,Noturno,4.1,"573,36","607,80"
SISTEMAS DE INFORMAÇÃO,Noturno,4.2,"709,10","740,00"
SISTEMAS DE INFORMAÇÃO,Noturno,x,"711,20","778,16"
TERAPIA OCUPACIONAL,Matutino,1.1,"496,20","559,06"
TERAPIA OCUPACIONAL,Matutino,1.2,"618,44","681,82"
TERAPIA OCUPACIONAL,Matutino,2.1,"526,04","578,28"
TERAPIA OCUPACIONAL,Matutino,2.2,"644,46","678,70"
TERAPIA OCUPACIONAL,Matutino,3.1,"473,40","589,30"
TERAPIA OCUPACIONAL,Matutino,3.2,"635,50","705,40"
TERAPIA OCUPACIONAL,Matutino,4.1,"565,46","579,98"
TERAPIA OCUPACIONAL,Matutino,4.2,"649,44","680,36"
TERAPIA OCUPACIONAL,Matutino,x,"647,16","737,90"
TURISMO,Matutino,1.1,"440,96","643,12"
TURISMO,Matutino,1.2,"602,96","661,58"
TURISMO,Matutino,2.1,"500,08","549,34"
TURISMO,Matutino,2.2,"626,98","652,52"
TURISMO,Matutino,3.1,"533,38","636,26"
TURISMO,Matutino,3.2,"601,44","668,44"
TURISMO,Matutino,4.1,"548,40","548,40"
TURISMO,Matutino,4.2,"615,38","676,30"
TURISMO,Matutino,x,"648,14","727,88"
ZOOTECNIA,Matutino,1.1,"508,46","529,66"
ZOOTECNIA,Matutino,1.2,"539,58","646,22"
ZOOTECNIA,Matutino,2.1,"517,04","599,92"
ZOOTECNIA,Matutino,2.2,"547,78","683,98"
ZOOTECNIA,Matutino,3.1,"496,08","508,38"
ZOOTECNIA,Matutino,3.2,"525,80","644,26"
ZOOTECNIA,Matutino,4.1,"457,82","457,82"
ZOOTECNIA,Matutino,4.2,"495,58","662,72"
ZOOTECNIA,Matutino,x,"561,34","710,46"
